mac: Conv_110(Conv)_store/fusion,3686400
mac: Conv_112(Conv)_store/fusion,921600
mac: Conv_115(Conv)_store/fusion,1843200
mac: Relu_117.max(Relu)/binary_max_store/fusion,0
mac: Conv_135(Conv)_store/fusion,204800
mac: Conv_160(Conv)_store/fusion,102400
mac: Conv_185(Conv)_store/fusion,512000
mac: Conv_118(Conv)_store/fusion,1843200
mac: Conv_119(Conv)_store/fusion,921600
mac: Conv_121(Conv)_store/fusion,230400
mac: Conv_124(Conv)_store/fusion,460800
mac: Relu_126.max(Relu)/binary_max_store/fusion,0
mac: Conv_143(Conv)_store/fusion,51200
mac: Conv_168(Conv)_store/fusion,25600
mac: Conv_193(Conv)_store/fusion,128000
